Recording timestamp [ms]	Computer timestamp [ms]	Sensor	Project name	Export date	Participant name	Recording name	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration [ms]	Timeline name	Recording Fixation filter name	Recording software version	Recording resolution height [px]	Recording resolution width [px]	Recording monitor latency [ms]	Average calibration accuracy [mm]	Average calibration precision SD [mm]	Average calibration precision RMS [mm]	Average calibration accuracy [°]	Average calibration precision SD [°]	Average calibration precision RMS [°]	Average calibration accuracy [px]	Average calibration precision SD [px]	Average calibration precision RMS [px]	Average validation accuracy [mm]	Average validation precision SD [mm]	Average validation precision RMS [mm]	Average validation accuracy [°]	Average validation precision SD [°]	Average validation precision RMS [°]	Average validation accuracy [px]	Average validation precision SD [px]	Average validation precision RMS [px]	Eyetracker timestamp [μs]	Event	Event value	Gaze point X [DACS px]	Gaze point Y [DACS px]	Gaze point left X [DACS px]	Gaze point left Y [DACS px]	Gaze point right X [DACS px]	Gaze point right Y [DACS px]	Gaze direction left X [DACS norm]	Gaze direction left Y [DACS norm]	Gaze direction left Z [DACS norm]	Gaze direction right X [DACS norm]	Gaze direction right Y [DACS norm]	Gaze direction right Z [DACS norm]	Pupil diameter left [mm]	Pupil diameter right [mm]	Validity left	Validity right	Eye position left X [DACS mm]	Eye position left Y [DACS mm]	Eye position left Z [DACS mm]	Eye position right X [DACS mm]	Eye position right Y [DACS mm]	Eye position right Z [DACS mm]	Gaze point left X [DACS mm]	Gaze point left Y [DACS mm]	Gaze point right X [DACS mm]	Gaze point right Y [DACS mm]	Gaze point X [MCS norm]	Gaze point Y [MCS norm]	Gaze point left X [MCS norm]	Gaze point left Y [MCS norm]	Gaze point right X [MCS norm]	Gaze point right Y [MCS norm]	Presented Stimulus name	Presented Media name	Presented Media width [px]	Presented Media height [px]	Presented Media position X [DACS px]	Presented Media position Y [DACS px]	Original Media width [px]	Original Media height [px]	Eye movement type	Gaze event duration [ms]	Eye movement type index	Fixation point X [DACS px]	Fixation point Y [DACS px]	Fixation point X [MCS norm]	Fixation point Y [MCS norm]	Ungrouped	AOI hit [Desktop 2022.06.12 - 22.07.32.02 - Fire]	AOI hit [Desktop 2022.06.12 - 22.07.32.02 - NPC corp]	AOI hit [Desktop 2022.06.12 - 22.07.32.02 - NPC face]	AOI hit [Desktop 2022.06.12 - 22.07.32.02 - Player]	AOI hit [Desktop 2022.06.12 - 22.07.32.02 - Text]	AOI hit [Desktop 2022.06.12 - 22.07.32.02 - Truck]	Client area position X [px]	Client area position Y [px]	Viewport position X [px]	Viewport position Y [px]	Viewport width [px]	Viewport height [px]	Full page width [px]	Full page height [px]	Mouse position X [DACS px]	Mouse position Y [DACS px]
66064	1148675	Eye Tracker	Magisterka	26.06.2022	Participant6	Recording6	12.06.2022	12.06.2022	23:12:35.820	21:12:35.820	164734	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00	21,8			1,78			64			17,5	1,9	1,7	1,53	0,17	0,15	51	6	5	2397892818			593	585	571	571	616	598	-0,14522	-0,00972	-0,98935	-0,21876	0,00497	-0,97577	3,522	3,687	Valid	Valid	286,7	221,9	630,2	350,1	222,9	628,1	194,2	215,7	209,3	226,1	0,3568	0,5311	0,3481	0,5215	0,3654	0,5406	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	783	110	594	583	0,3570	0,5301	5	0	1	0	0	0	0										
66081	1148692	Eye Tracker	Magisterka	26.06.2022	Participant6	Recording6	12.06.2022	12.06.2022	23:12:35.820	21:12:35.820	164734	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00	21,8			1,78			64			17,5	1,9	1,7	1,53	0,17	0,15	51	6	5	2397909473			592	578	571	573	613	584	-0,14528	-0,00868	-0,98935	-0,22026	-0,00391	-0,97543	3,517	3,667	Valid	Valid	286,7	222,0	630,0	350,1	223,0	627,9	194,2	216,5	208,3	220,5	0,3562	0,5266	0,3481	0,5229	0,3643	0,5303	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	783	110	594	583	0,3570	0,5301	5	0	1	0	0	0	0										
66098	1148709	Eye Tracker	Magisterka	26.06.2022	Participant6	Recording6	12.06.2022	12.06.2022	23:12:35.820	21:12:35.820	164734	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00	21,8			1,78			64			17,5	1,9	1,7	1,53	0,17	0,15	51	6	5	2397926127			596	574	574	568	619	581	-0,14380	-0,01171	-0,98954	-0,21716	-0,00568	-0,97612	3,517	3,659	Valid	Valid	286,7	222,0	630,1	350,1	223,0	628,1	195,2	214,5	210,4	219,3	0,3580	0,5238	0,3492	0,5193	0,3667	0,5282	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	783	110	594	583	0,3570	0,5301	5	0	1	0	0	0	0										
66114	1148725	Eye Tracker	Magisterka	26.06.2022	Participant6	Recording6	12.06.2022	12.06.2022	23:12:35.820	21:12:35.820	164734	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00	21,8			1,78			64			17,5	1,9	1,7	1,53	0,17	0,15	51	6	5	2397942782			597	577	576	563	617	590	-0,14253	-0,01476	-0,98968	-0,21815	0,00012	-0,97592	3,516	3,670	Valid	Valid	286,7	222,0	630,2	350,2	223,0	628,1	196,0	212,6	209,8	223,1	0,3581	0,5254	0,3502	0,5157	0,3660	0,5350	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	783	110	594	583	0,3570	0,5301	5	0	1	0	0	0	0										
66131	1148742	Eye Tracker	Magisterka	26.06.2022	Participant6	Recording6	12.06.2022	12.06.2022	23:12:35.820	21:12:35.820	164734	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00	21,8			1,78			64			17,5	1,9	1,7	1,53	0,17	0,15	51	6	5	2397959437			598	577	580	565	616	589	-0,14053	-0,01319	-0,98999	-0,21872	-0,00067	-0,97579	3,510	3,680	Valid	Valid	286,7	221,8	630,7	350,2	222,8	628,6	197,2	213,4	209,3	222,4	0,3585	0,5256	0,3516	0,5173	0,3655	0,5338	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	783	110	594	583	0,3570	0,5301	5	0	1	0	0	0	0										
66148	1148759	Eye Tracker	Magisterka	26.06.2022	Participant6	Recording6	12.06.2022	12.06.2022	23:12:35.820	21:12:35.820	164734	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00	21,8			1,78			64			17,5	1,9	1,7	1,53	0,17	0,15	51	6	5	2397976091			601	579	580	569	622	590	-0,14036	-0,01072	-0,99004	-0,21536	0,00011	-0,97654	3,503	3,684	Valid	Valid	286,7	221,7	631,2	350,2	222,7	629,1	197,2	214,8	211,5	222,8	0,3598	0,5272	0,3516	0,5199	0,3680	0,5345	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	783	110	594	583	0,3570	0,5301	5	0	1	0	0	0	0										
66164	1148775	Eye Tracker	Magisterka	26.06.2022	Participant6	Recording6	12.06.2022	12.06.2022	23:12:35.820	21:12:35.820	164734	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00	21,8			1,78			64			17,5	1,9	1,7	1,53	0,17	0,15	51	6	5	2397992746			595	580	573	569	618	592	-0,14413	-0,01045	-0,98950	-0,21745	0,00174	-0,97607	3,494	3,677	Valid	Valid	286,7	221,5	631,7	350,3	222,5	629,6	194,7	214,9	210,0	223,7	0,3575	0,5281	0,3487	0,5200	0,3663	0,5362	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	783	110	594	583	0,3570	0,5301	5	0	1	0	0	0	0										
66181	1148792	Eye Tracker	Magisterka	26.06.2022	Participant6	Recording6	12.06.2022	12.06.2022	23:12:35.820	21:12:35.820	164734	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00	21,8			1,78			64			17,5	1,9	1,7	1,53	0,17	0,15	51	6	5	2398009401			590	577	568	560	612	593	-0,14619	-0,01545	-0,98914	-0,22011	0,00238	-0,97547	3,480	3,674	Valid	Valid	286,7	221,5	631,8	350,2	222,5	629,7	193,3	211,6	208,1	224,1	0,3556	0,5255	0,3471	0,5141	0,3641	0,5369	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	783	110	594	583	0,3570	0,5301	5	0	1	0	0	0	0										
66198	1148809	Eye Tracker	Magisterka	26.06.2022	Participant6	Recording6	12.06.2022	12.06.2022	23:12:35.820	21:12:35.820	164734	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00	21,8			1,78			64			17,5	1,9	1,7	1,53	0,17	0,15	51	6	5	2398026055			590	577	567	561	613	592	-0,14695	-0,01492	-0,98903	-0,21987	0,00189	-0,97553	3,492	3,668	Valid	Valid	286,6	221,6	631,6	350,2	222,6	629,5	192,8	212,1	208,3	223,8	0,3554	0,5256	0,3465	0,5148	0,3644	0,5364	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	783	110	594	583	0,3570	0,5301	5	0	1	0	0	0	0										
66214	1148825	Eye Tracker	Magisterka	26.06.2022	Participant6	Recording6	12.06.2022	12.06.2022	23:12:35.820	21:12:35.820	164734	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00	21,8			1,78			64			17,5	1,9	1,7	1,53	0,17	0,15	51	6	5	2398042710			587	579	565	564	609	593	-0,14802	-0,01317	-0,98890	-0,22174	0,00226	-0,97510	3,496	3,657	Valid	Valid	286,7	221,6	631,6	350,3	222,6	629,6	192,1	213,2	207,1	224,0	0,3543	0,5268	0,3457	0,5168	0,3629	0,5368	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	783	110	594	583	0,3570	0,5301	5	0	1	0	0	0	0										
