Recording timestamp [ms]	Computer timestamp [ms]	Sensor	Project name	Export date	Participant name	Recording name	Recording date	Recording date UTC	Recording start time	Recording start time UTC	Recording duration [ms]	Timeline name	Recording Fixation filter name	Recording software version	Recording resolution height [px]	Recording resolution width [px]	Recording monitor latency [ms]	Average calibration accuracy [mm]	Average calibration precision SD [mm]	Average calibration precision RMS [mm]	Average calibration accuracy [°]	Average calibration precision SD [°]	Average calibration precision RMS [°]	Average calibration accuracy [px]	Average calibration precision SD [px]	Average calibration precision RMS [px]	Average validation accuracy [mm]	Average validation precision SD [mm]	Average validation precision RMS [mm]	Average validation accuracy [°]	Average validation precision SD [°]	Average validation precision RMS [°]	Average validation accuracy [px]	Average validation precision SD [px]	Average validation precision RMS [px]	Eyetracker timestamp [μs]	Event	Event value	Gaze point X [DACS px]	Gaze point Y [DACS px]	Gaze point left X [DACS px]	Gaze point left Y [DACS px]	Gaze point right X [DACS px]	Gaze point right Y [DACS px]	Gaze direction left X [DACS norm]	Gaze direction left Y [DACS norm]	Gaze direction left Z [DACS norm]	Gaze direction right X [DACS norm]	Gaze direction right Y [DACS norm]	Gaze direction right Z [DACS norm]	Pupil diameter left [mm]	Pupil diameter right [mm]	Validity left	Validity right	Eye position left X [DACS mm]	Eye position left Y [DACS mm]	Eye position left Z [DACS mm]	Eye position right X [DACS mm]	Eye position right Y [DACS mm]	Eye position right Z [DACS mm]	Gaze point left X [DACS mm]	Gaze point left Y [DACS mm]	Gaze point right X [DACS mm]	Gaze point right Y [DACS mm]	Gaze point X [MCS norm]	Gaze point Y [MCS norm]	Gaze point left X [MCS norm]	Gaze point left Y [MCS norm]	Gaze point right X [MCS norm]	Gaze point right Y [MCS norm]	Presented Stimulus name	Presented Media name	Presented Media width [px]	Presented Media height [px]	Presented Media position X [DACS px]	Presented Media position Y [DACS px]	Original Media width [px]	Original Media height [px]	Eye movement type	Gaze event duration [ms]	Eye movement type index	Fixation point X [DACS px]	Fixation point Y [DACS px]	Fixation point X [MCS norm]	Fixation point Y [MCS norm]	Ungrouped	AOI hit [Desktop 2022.06.12 - 22.07.32.02 - Fire]	AOI hit [Desktop 2022.06.12 - 22.07.32.02 - NPC corp]	AOI hit [Desktop 2022.06.12 - 22.07.32.02 - NPC face]	AOI hit [Desktop 2022.06.12 - 22.07.32.02 - Player]	AOI hit [Desktop 2022.06.12 - 22.07.32.02 - Text]	AOI hit [Desktop 2022.06.12 - 22.07.32.02 - Truck]	Client area position X [px]	Client area position Y [px]	Viewport position X [px]	Viewport position Y [px]	Viewport width [px]	Viewport height [px]	Full page width [px]	Full page height [px]	Mouse position X [DACS px]	Mouse position Y [DACS px]
85807	1342255	Eye Tracker	Magisterka	26.06.2022	Participant7	Recording7	12.06.2022	12.06.2022	23:15:29.653	21:15:29.653	124482	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00																			2591470251			142	844	137	834	147	853	-0,35482	0,13014	-0,92583	-0,42878	0,13410	-0,89340	3,327	3,577	Valid	Valid	287,9	226,7	629,7	351,3	228,0	627,7	46,6	315,2	50,1	322,2	0,1805	0,7108	0,1785	0,7044	0,1826	0,7172	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	233	191	145	841	0,1815	0,7088	1	0	0	0	0	1	0										
85824	1342272	Eye Tracker	Magisterka	26.06.2022	Participant7	Recording7	12.06.2022	12.06.2022	23:15:29.653	21:15:29.653	124482	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00																			2591486905			144	847	137	841	151	853	-0,35483	0,13338	-0,92537	-0,42771	0,13439	-0,89387	3,321	3,560	Valid	Valid	287,9	226,8	629,3	351,3	228,1	627,3	46,6	317,5	51,2	322,4	0,1812	0,7132	0,1786	0,7087	0,1838	0,7176	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	233	191	145	841	0,1815	0,7088	1	0	0	0	0	1	0										
85841	1342289	Eye Tracker	Magisterka	26.06.2022	Participant7	Recording7	12.06.2022	12.06.2022	23:15:29.653	21:15:29.653	124482	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00																			2591503560			143	847	137	842	149	853	-0,35519	0,13384	-0,92516	-0,42836	0,13395	-0,89362	3,319	3,556	Valid	Valid	288,0	226,9	629,1	351,3	228,2	627,0	46,4	317,9	50,8	322,2	0,1808	0,7133	0,1783	0,7094	0,1833	0,7172	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	233	191	145	841	0,1815	0,7088	1	0	0	0	0	1	0										
85857	1342305	Eye Tracker	Magisterka	26.06.2022	Participant7	Recording7	12.06.2022	12.06.2022	23:15:29.653	21:15:29.653	124482	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00																			2591520215			146	844	140	836	151	851	-0,35392	0,13099	-0,92606	-0,42779	0,13318	-0,89401	3,314	3,559	Valid	Valid	288,0	227,0	628,9	351,3	228,2	626,8	47,6	315,9	51,4	321,6	0,1818	0,7109	0,1797	0,7057	0,1840	0,7162	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	233	191	145	841	0,1815	0,7088	1	0	0	0	0	1	0										
85874	1342322	Eye Tracker	Magisterka	26.06.2022	Participant7	Recording7	12.06.2022	12.06.2022	23:15:29.653	21:15:29.653	124482	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00																			2591536870			147	841	143	832	152	851	-0,35296	0,12878	-0,92673	-0,42768	0,13290	-0,89411	3,313	3,561	Valid	Valid	288,0	227,0	628,8	351,3	228,2	626,7	48,5	314,4	51,5	321,4	0,1825	0,7093	0,1807	0,7029	0,1842	0,7158	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	233	191	145	841	0,1815	0,7088	1	0	0	0	0	1	0										
85891	1342339	Eye Tracker	Magisterka	26.06.2022	Participant7	Recording7	12.06.2022	12.06.2022	23:15:29.653	21:15:29.653	124482	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00																			2591553524			150	838	145	830	154	847	-0,35181	0,12750	-0,92735	-0,42693	0,13102	-0,89474	3,318	3,550	Valid	Valid	288,0	227,0	628,8	351,3	228,2	626,7	49,4	313,4	52,3	320,0	0,1834	0,7072	0,1818	0,7012	0,1851	0,7133	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	233	191	145	841	0,1815	0,7088	1	0	0	0	0	1	0										
85907	1342355	Eye Tracker	Magisterka	26.06.2022	Participant7	Recording7	12.06.2022	12.06.2022	23:15:29.653	21:15:29.653	124482	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00																			2591570179			148	837	144	829	152	845	-0,35225	0,12720	-0,92722	-0,42764	0,13007	-0,89454	3,321	3,554	Valid	Valid	288,0	227,0	628,8	351,3	228,2	626,7	49,1	313,2	51,7	319,3	0,1829	0,7064	0,1814	0,7008	0,1844	0,7120	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	233	191	145	841	0,1815	0,7088	1	0	0	0	0	1	0										
85924	1342372	Eye Tracker	Magisterka	26.06.2022	Participant7	Recording7	12.06.2022	12.06.2022	23:15:29.653	21:15:29.653	124482	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00																			2591586834			148	836	143	827	153	845	-0,35270	0,12601	-0,92721	-0,42739	0,13007	-0,89466	3,320	3,563	Valid	Valid	288,0	226,9	629,0	351,3	228,2	626,9	48,7	312,4	51,9	319,3	0,1828	0,7056	0,1810	0,6993	0,1846	0,7120	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	233	191	145	841	0,1815	0,7088	1	0	0	0	0	1	0										
85941	1342389	Eye Tracker	Magisterka	26.06.2022	Participant7	Recording7	12.06.2022	12.06.2022	23:15:29.653	21:15:29.653	124482	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00																			2591603488			146	837	144	829	148	845	-0,35232	0,12738	-0,92717	-0,42932	0,12986	-0,89377	3,326	3,563	Valid	Valid	288,0	226,9	629,2	351,4	228,1	627,1	48,9	313,3	50,2	319,2	0,1819	0,7064	0,1812	0,7009	0,1826	0,7118	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	233	191	145	841	0,1815	0,7088	1	0	0	0	0	1	0										
85957	1342405	Eye Tracker	Magisterka	26.06.2022	Participant7	Recording7	12.06.2022	12.06.2022	23:15:29.653	21:15:29.653	124482	Timeline1	Tobii I-VT (Fixation)	1.181.37603	1080	1920	10,00																			2591620143			144	839	142	834	147	844	-0,35303	0,12988	-0,92655	-0,42963	0,12923	-0,89371	3,326	3,570	Valid	Valid	288,0	226,8	629,3	351,4	228,1	627,2	48,2	315,0	49,9	318,8	0,1813	0,7075	0,1803	0,7041	0,1823	0,7110	Desktop 2022.06.12 - 22.07.32.02	Desktop 2022.06.12 - 22.07.32.02.mp4	2560	1440	-320	-180	2560	1440	Fixation	233	191	145	841	0,1815	0,7088	1	0	0	0	0	1	0										
